title,description,techStack,githubLink,demoLink,imageUrl
Cynate Movies,Cynate Movies is a simple React application that showcases movies using the TMDB API.,"React, Vite, Tailwind CSS, Firebase, TMDB API",https://github.com/Nithishkumar2004/Cynate_movies,https://cynate-movies.web.app/home,https://raw.githubusercontent.com/Nithishkumar2004/portfolio-data/main/resources/Projects/Cynate-Movies.jpg
